Date,ID,Content,Likes,politician,party,ideology_num,tone_label
2021-08-21 08:59:32+00:00,1429005236920889344,"Salute, sicurezza e lavoro per gli Italiani, taglio delle tasse, giustizia e burocrazia efficienti e moderne. Attenzione all'Afghanistan, con impegno a combattere terrorismo islamico, garantire accoglienza a donne e bambini in fuga, contrastare trafficanti di uomini, droga e armi https://t.co/Me7Ps5FZN4",1699,Salvini,Lega,3,Call to Action / Propaganda
2021-02-25 11:49:33+00:00,1364905368300716036,"I #rider sono cittadini non schiavi. È ora di restituire diritti e salari decenti a chi lavora in condizioni difficili nel nostro Paese.
#lavoro #diritti https://t.co/K7qnbGPVYZ",134,Fratoianni,EV,0,Call to Action / Propaganda
2021-01-24 20:20:50+00:00,1353437626511073281,"#Salvini: non sono io che dal nulla chiedo le elezioni, è nei fatti che questo governo non c’è, hanno fatto tutto loro nel centrosinistra... #nonèlarena",613,Salvini,Lega,3,Attacking / Critical
2021-04-19 09:21:06+00:00,1384074566536810503,"...sufficienti per azzerare simboli, storia, merito, cuore e passione. Il calcio e lo sport sono di tutti, non di pochi privilegiati. Mi piacciono le vittorie conquistate con il sudore sul campo, non quelle comprate coi milioni in Borsa.",717,Salvini,Lega,3,Neutral / Informational
2022-07-27 14:14:15+00:00,1552296311600435200,"E dal 25 settembre si cambia questa vergogna come abbiamo già dimostrato di saper fare (anche rischiando di persona).
Ora tocca a te! #25settembrevotoLega",275,Salvini,Lega,3,Call to Action / Propaganda
2021-07-10 16:20:25+00:00,1413895898317344774,Grazie @AranchaGlezLaya per il tuo impegno e la tua visione europeista. E grazie anche per il gran lavoro di rafforzamento delle relazioni 🇮🇹🇪🇸. Ad maiora!,135,Letta,PD,0,Supportive / Affirmative
2022-03-19 08:27:08+00:00,1505098532990164992,"Un grande riformatore, un appassionato studioso. Una persona di valori e visione. La follia dei brigatisti rossi spense la vita, non le idee. #MarcoBiagi #19marzo",479,Letta,PD,0,Supportive / Affirmative
2021-11-08 10:23:31+00:00,1457655012864180227,"Secondo i media francesi, l’algerino che questa mattina a Cannes ha aggredito un poliziotto con un coltello avrebbe un permesso di soggiorno italiano. https://t.co/tOyJaoyFt9",631,Salvini,Lega,3,Neutral / Informational
2021-08-02 10:14:45+00:00,1422138796099969024,@GIOVANNISETTAN1 @EnricoMichetti Fascistello. Qui parliamo di storia e cultura. Non è roba per te. Torna agli slogan per balilla.,21,Calenda,Azione,0,Attacking / Critical
2022-06-16 16:26:57+00:00,1537471802414333952,@AugustoMinzolin No certo che dovrebbero votare. Sono i cittadini che non dovrebbero votarli o sostenere i loro candidati. Essere garantisti e non tenere in considerazione  l’etica sono due cose diverse.,40,Calenda,Azione,0,Neutral / Informational
2022-09-08 10:00:22+00:00,1567815096314826752,"Questa mattina a Confcommercio. Parlare all’Italia seria, che studia, lavora e produce senza fare promesse, ma discutendo di proposte e progetti concreti è il motivo per cui facciamo politica. 

#ItaliaSulSerio https://t.co/LHZAvRA370",342,Calenda,Azione,0,Neutral / Informational
2022-12-12 17:43:45+00:00,1602358559433424898,"Durante il CAE ho ribadito il nostro sostegno all'Ucraina vittima dell'aggressione russa. Ferma condanna delle violenze in Iran. Nei Balcani vogliamo essere protagonisti di pace, le tensioni tra Serbia e Kosovo vanno allentate ad ogni costo.",45,Tajani,FI,3,Call to Action / Propaganda
2022-12-14 15:26:27+00:00,1603048780391235585,"Dobbiamo ripartire dall’istruzione. Per questo, tra i nostri #emendamenti, vi sarà un credito di imposta del 65% per le donazioni destinate a tutti gli istituti scolastici, statali e paritari, per la realizzazione di nuove strutture, la manutenzione e il loro potenziamento.",20,Lupi,NcI,3,Call to Action / Propaganda
2021-02-12 10:31:12+00:00,1360174607962103809,"#GovernoDraghi Non nascerà una maggioranza politica. Noi siamo nel centrodestra. Con Pd e 5Stelle ci ritroviamo come fanno i giocatori in Nazionale. Abbiamo visioni opposte della società ma ognuno farà la sua parte per il bene dell'Italia.

👇 @tempoweb 👇
https://t.co/SQEsXcClcF",48,Tajani,FI,3,Attacking / Critical
2021-03-12 17:19:33+00:00,1370424232883191808,"Gli italiani sono esausti di sacrifici che non portano a nulla e non ne possono più di un governo incapace di assumersi le proprie responsabilità. (3/3)
👉 https://t.co/E8oqww1x8t",741,Meloni,FdI,3,Attacking / Critical
2022-02-16 12:21:41+00:00,1493923535227605000,"Vittoria! Abbiamo votato al  Parlamento europeo per difendere la produzione vinicola, un’eccellenza italiana portabandiera della nostra nazione nel mondo. Dobbiamo promuovere il consumo responsabile, senza criminalizzare il vino o favorire i nostri competitor. @EPPGroup https://t.co/e41lk0HpeZ",296,Berlusconi,FI,3,Celebratory / Triumphant
2022-06-06 10:22:31+00:00,1533756211815915521,"Da tempo, insieme a @Piu_Europa e liste civiche, stiamo lavorando per questo. Ma va chiarita la linea di @ItaliaViva (un no chiaro a PD/5S), abbandonati opportunismi elettorali locali, e devi decidere se vuoi fare politica o business. Su queste basi aperti a discutere quando vuoi",302,Calenda,Azione,0,Neutral / Informational
2021-01-27 16:48:02+00:00,1354471235334397953,"Mentre la sinistra litiga per le poltrone, @forza_italia lavora per un vero piano #vaccini.

#27gennaio https://t.co/zjTIPRJ5uF",27,Tajani,FI,3,Attacking / Critical
2022-12-15 17:51:22+00:00,1603447640447819777,"Cordiale e fruttuoso incontro col Primo Ministro della Repubblica ellenica @kmitsotakis a margine del Consiglio Europeo per confermare la stretta cooperazione tra Italia e Grecia sui temi al centro dell’agenda europea e internazionale, con particolare attenzione al Mediterraneo. https://t.co/JePiHcT6xY",1722,Meloni,FdI,3,Neutral / Informational
2021-09-30 10:18:13+00:00,1443520552291930112,.⁦@gualtierieurope⁩ Atac va conferita a una newco fatta con Ferrovie e Cotral. La tua linea “tutto resti com’è” su municipalizzate è un insulto per i cittadini. Cittadini che hanno pagato le nazionalizzazioni fallimentari (vedi ILVA) di cui oggi ti vanti. https://t.co/emQU4pkf3q,294,Calenda,Azione,0,Attacking / Critical
2021-11-14 17:10:08+00:00,1459931666768662531,"Da tempo FDI sostiene che la priorità sia mettere in sicurezza il sistema produttivo, fatto in gran parte da piccole e medie imprese, e garantire continuità aziendale. Tante le nostre proposte, che faremo anche in sede di legge di bilancio. Speriamo stavolta il governo ci ascolti https://t.co/DSuuz2gaD0",165,Meloni,FdI,3,Call to Action / Propaganda
2021-08-21 18:42:24+00:00,1429151918698504197,"Ti sbagli. Un museo cura le opere che ha all’interno per metterle a disposizione delle persone e diffondere il bello e la cultura. I soldi non c’entrano nulla. Per me possono essere gratuiti e mantenuti integralmente dallo Stato, ma devono assolvere alla funzione di cui sopra.",197,Calenda,Azione,0,Neutral / Informational
2022-04-03 15:09:06+00:00,1510635508887605255,"E aggiungo Oscar che ciò è fattibile, mandando il paese in recessione profonda, solo con la ripresa a pieno regime della produzione a carbone. Cosa che vede Letta contrario. È insopportabile, questa retorica populista che chiede una cosa senza però accettare i costi che comporta.",410,Calenda,Azione,0,Attacking / Critical
2022-08-07 16:06:36+00:00,1556310851753328640,"In molti mi chiedono cosa ne sarà del “campo largo” di Letta dopo il broncio di Calenda, le voraci pretese di posti sicuri di Tabacci e Di Maio, i veti incrociati e le repentine giravolte. Non spetta a me la risposta. Per parte mia posso dire questo: https://t.co/vhzMbRLjwq https://t.co/bJMlF1iTFo",2396,Conte,M5S,0,Neutral / Informational
2021-04-27 16:55:48+00:00,1387088101814816771,"La libertà vince!
Grazie alla battaglia della Lega e grazie anche alle vostre preziose FIRME (che continuiamo a raccogliere, in questo momento siamo a ✍️99.074, fantastico), il governo si impegna a rivedere già a MAGGIO limiti, chiusure e divieti, a partire dal coprifuoco... https://t.co/YvESSBY859",1319,Salvini,Lega,3,Celebratory / Triumphant
2022-09-22 14:30:00+00:00,1572956381778309122,"Il Ponte sullo stretto fa parte di una delle grandi direttrici di traffico europee che attraversa l’Italia. 
Per due volte la sinistra ha bloccato i lavori.
Questa volta andremo fino in fondo, con un’opera che sarà il simbolo della capacità italiana di realizzare grandi progetti. https://t.co/JSXyjXTikO",99,Berlusconi,FI,3,Call to Action / Propaganda
2021-12-21 09:09:51+00:00,1473219149627375619,@EgidioBruno2 @F_Carpano Sono d’accordo ma vista la pressione mediatica ho deciso di provare,22,Calenda,Azione,0,Supportive / Affirmative
2021-02-22 09:02:31+00:00,1363776170584645633,"Ho deciso di sostenere l'iniziativa #1Euroafamiglia. Una campagna per raccogliere micro-donazioni per le tante famiglie che vivono un periodo di difficoltà economica. Una rete di solidarietà per aiutare chi non riesce a pagare il mutuo o le bollette, che non può fare la spesa. https://t.co/zkOVCrGCSh",55,Tajani,FI,3,Call to Action / Propaganda
2021-09-11 15:11:17+00:00,1436708934551838721,"Da ministro ho portato in Calabria più poliziotti e vigili del fuoco, telecamere e mezzi per la sicurezza. Ma soprattutto, ho aumentato sedi, personale e poteri dell’Agenzia dei beni confiscati alle mafie.",570,Salvini,Lega,3,Celebratory / Triumphant
2021-08-21 18:43:40+00:00,1429152239306805255,Ecco. Spiegalo a tutti gli altri grandi musei del mondo che combattono per avere visitatori e organizzare percorsi didattici e migliorare la fruizione.,349,Calenda,Azione,0,Neutral / Informational
2021-07-13 09:45:29+00:00,1414883674282242062,"L'idea di utilizzare il green pass per poter partecipare alla vita sociale è raggelante, è l'ultimo passo verso la realizzazione di una società orwelliana. Una follia anticostituzionale che Fratelli d'Italia respinge con forza. Per noi la libertà individuale è sacra e inviolabile",6656,Meloni,FdI,3,Attacking / Critical
2021-03-22 16:24:41+00:00,1374034306557939719,"Lo stesso impegno e la stessa carica ce li saremmo aspettati nelle misure per il sostegno alle imprese e alle famiglie, ma evidentemente le loro priorità sono altre. Quando inizieranno ad occuparsi di ciò che serve all'Italia per ripartire? https://t.co/7UeKaDhKx1",1008,Meloni,FdI,3,Attacking / Critical
2022-05-21 15:40:52+00:00,1528038121698381828,"Sono giorni di apprensione per la vicenda della famiglia Langone, rapita in Mali. Rivolgo un pensiero ai loro cari e confido che le autorità italiane stiano già facendo il possibile per rintracciare i nostri connazionali. Pretendano massima collaborazione dalle istituzioni locali https://t.co/smzleUJwgr",166,Meloni,FdI,3,Supportive / Affirmative
2022-03-25 11:54:03+00:00,1507324933990490115,"Dopo le intimidazioni ai parlamentari con una lettera del Ministro Lavrov e le minacce al nostro ministro della Difesa ora la Russia denuncia @LaStampa solo perché fa bene il suo mestiere, riportando quanto accade nei teatri di guerra.",6,Lupi,NcI,3,Attacking / Critical
2022-11-17 10:41:30+00:00,1593192599120412673,"@narendramodi This meeting with @narendramodi confirms our common will to exploit the still unexpressed growth potential of our bilateral relations. Italy will ensure its cooperation in the forthcoming Indian presidency of the G20, also in light of the common challenges ahead.",1324,Meloni,FdI,3,Supportive / Affirmative
2021-12-01 22:12:03+00:00,1466168240183382022,"Non “buon Natale” ma “buone vacanze”.
Non “il periodo natalizio è stressanti” ma “le festività sono stressanti”.
Non Maria e Giuseppe ma Malika e Julio.
Non “signore e signori” ma “cari colleghi”.
Non “mamma e papà” ma “genitori”. https://t.co/rzeCE9wjs3",855,Salvini,Lega,3,Neutral / Informational
2021-02-08 14:53:05+00:00,1358790964735844353,"La sua colpa? Essere se stessa.
Una legge contro #omotransfobia nel nostro Paese è urgente. Con buona pace delle fantasie della destra. La #PdLZan non ancora approvata al Senato. Mi auguro che qualunque sia il prossimo governo  il Parlamento approvi norma di civiltà",110,Fratoianni,EV,0,Call to Action / Propaganda
2021-12-11 10:58:39+00:00,1469622654172901376,La drammatica notizia dei licenziamenti collettivi improvvisi della #Caterpillar di #Jesi ci spinge con ancora più forza a chiedere nuove regole. Oltreché al governo a bloccare questa inaccettabile scelta. https://t.co/1Vqdi3mVx8,594,Letta,PD,0,Attacking / Critical
2021-02-08 12:30:36+00:00,1358755105990967302,"Non sono io a sentire imbarazzo nella scelta di sostenere una maggioranza europeista di un governo Draghi. 
L’imbarazzo, semmai, è tutto dei sovranisti che ora dovranno cambiare la collezione di felpe e mascherine. 
@Piu_Europa
Intervista completa su https://t.co/KgpnfG8CHG https://t.co/yHFrYE2iq0",747,Bonino,PEeur,0,Attacking / Critical
2022-06-01 13:39:45+00:00,1531993908288290817,"Basta paghe da 3 o 4 euro l'ora, sono una vergogna. #Alziamoisalari! https://t.co/EHEyEQVnlm",1190,Conte,M5S,0,Call to Action / Propaganda
2021-03-23 15:31:43+00:00,1374383364824723464,In riunione coi colleghi del @EPPGroup e il Commissario @OliverVarhelyi per discutere di una nuova agenda per il #Mediterraneo.Dobbiamo lavorare insieme per rafforzare la cooperazione #Ue-#Africa.Serve una nuova diplomazia economica che parta dall’internazionalizzazione delle Pmi https://t.co/hVMF4BuKDB,21,Tajani,FI,3,Call to Action / Propaganda
2022-09-09 10:41:14+00:00,1568187771465961472,"La rigenerazione urbana ha 3 effetti. Ripartenza dell'edilizia, risparmio energetico e riduzione dell'emissione di CO2. Ecco perché @forza_italia è favorevole ai pannelli fotovoltaici e al bonus edilizia. https://t.co/jxl5OZdO8d",39,Tajani,FI,3,Call to Action / Propaganda
2022-10-22 17:34:45+00:00,1583874511048351746,"@PM_ViktorOrban Thanks @PM_ViktorOrban. Ready to cooperate to find common and effective solutions to the economic, energy and security challenges Europe is now facing. Let’s do our best!",1727,Meloni,FdI,3,Supportive / Affirmative
2021-04-15 20:18:11+00:00,1382790378647080964,"È inaccettabile essere licenziati per un post social, in particolare come è toccato a Riccardo Cristello, operaio ex Ilva, anche se toni e parole da lui usati possono essere discutibili. Soprattutto non è accettabile in una realtà come quella di Taranto: https://t.co/kC2WIaZjco https://t.co/RO5XWoDvaw",5291,Conte,M5S,0,Attacking / Critical
2021-10-07 06:22:19+00:00,1445997900723544070,.@GiuseppeConteIT ieri mi ha attaccato spiegando la sua magnifica storia di coerenza e serietà. Per essere chiari considero Conte campione di qualunquismo e trasformismo. Non gli ho mai sentito fare un ragionamento interessante o affrontare una questione con competenza.,3921,Calenda,Azione,0,Attacking / Critical
2022-07-16 10:36:34+00:00,1548255260824596481,"Alla fine #Draghi dovrà scegliere se preservare la sua impeccabile dignitas o rimettersi in gioco per provare a lasciare una traccia nella storia d’Italia. La prima è la scelta avveduta di una riserva della Repubblica, la seconda è quella “grande” e generosa di uno statista.",1669,Calenda,Azione,0,Neutral / Informational
2021-03-21 20:22:41+00:00,1373731814339178508,"Il Governo Conte ha dimenticato di tutelare i non garantiti. Ci batteremo per un nuovo primo scostamento di bilancio da 20 miliardi per dare sostegno a partite Iva, artigiani, commercianti e a tutti i settori più in difficoltà.

#Tg4 #21Marzo https://t.co/8lyGBTQQtf",47,Tajani,FI,3,Call to Action / Propaganda
2021-05-20 16:39:15+00:00,1395418854348701699,"La proposta di @EnricoLetta su #tassasuccessione è buonsenso, indica la strada giusta. Dobbiamo chiedere un po’ di più a chi ha di più per darlo a chi ha di meno. Noi da tempo abbiamo presentato una proposta #patrimoniale su grandissime ricchezze. Risposta #Draghi disarmante. https://t.co/HMrk1nLB20",438,Fratoianni,EV,0,Supportive / Affirmative
2022-10-08 17:12:44+00:00,1578795543471394818,Se non si interverrà presto con un tetto al costo delle bollette elettriche e gas gli italiani smetteranno di pagarle. A quel punto qualche populista (5S/Lega) chiederà di non farle pagare e saremo travolti da una nuova ondata di spese e di voti populisti.,724,Calenda,Azione,0,Call to Action / Propaganda
2021-06-16 14:15:25+00:00,1405167129398235145,E infatti siete sempre lì a fare accordi per mandare i rifiuti da qualche altra parte. E su questo Regione e Comune sono corresponsabili. https://t.co/JBkm73FU01,263,Calenda,Azione,0,Attacking / Critical
2022-07-02 07:09:37+00:00,1543129751061204992,Dipende dal modo in cui si intende la politica. La ns idea era che l’alleanza con i 5S avrebbe fatto male all’Italia e non avrebbe determinato un calo della destra. La ns sfida è quella di costruire un’area riformista forte con un lavoro serio e comportamenti netti e coerenti.,254,Calenda,Azione,0,Neutral / Informational
2021-02-01 14:48:23+00:00,1356253064924164096,"Per il PD ai clandestini tutto è concesso, mentre coi disabili bisogna usare il pugno di ferro... Ma dov’è finito il BUONSENSO?
Vergognoso. https://t.co/RReVoHQx8U",890,Salvini,Lega,3,Attacking / Critical
2022-03-17 16:49:08+00:00,1504500088877551622,Il Green pass va abolito subito! https://t.co/Y2CfmAIcPG,178,LaRussa,FdI,0,Attacking / Critical
2021-01-04 20:45:06+00:00,1346195977984684033,"Picchiato, umiliato e derubato dal branco mentre stava facendo il suo lavoro.
Che schifo. La mia vicinanza va a Giovanni, papà di 50 anni, costretto a fare il rider dalla crisi e dalla disoccupazione. https://t.co/pJ18VjbioH",960,Salvini,Lega,3,Attacking / Critical
2021-12-23 15:08:44+00:00,1474034243252727810,"Per la legge italiana @CaroRackete aveva il dovere di sbarcare a #Lampedusa. I vari #Salvini e #Meloni se lo mettano in testa.
Orgoglioso di essere stato lì al suo fianco mentre la destra abbaiava e schiumava rabbia in tv. 
#migranti #seawatch https://t.co/FTa2gNrAr1",301,Fratoianni,EV,0,Attacking / Critical
2022-09-07 12:32:11+00:00,1567490916390260746,"Per una giustizia più giusta e garantista, proponiamo un sistema di valutazione dei magistrati più efficiente e l’approvazione della proposta di legge costituzionale sulla separazione delle carriere.

Scopri il programma: https://t.co/HOxrHcAiiu

#ItaliaSulSerio https://t.co/hn2baGSfWI",221,Calenda,Azione,0,Call to Action / Propaganda
2022-09-11 06:51:26+00:00,1568854713398956034,Oggi in Puglia presentiamo la #CartadiTaranto. Per il Sud e per le isole protagonisti del loro riscatto all’insegna di #lavoro e #PNRR. https://t.co/cez2sJgK1L,157,Letta,PD,0,Call to Action / Propaganda
2022-09-16 06:18:35+00:00,1570658388408958976,"Le stesse cose le diceva Salvini prima di andare al Governo, le stesse cose le dicevano Di Maio e Grillo. La Meloni non uscirà dall’euro. Il punto interessante è la dinamica di crescita elettorale dei populisti. La sparano grossa per crescere e poi fanno finta di nulla. https://t.co/CPL8dqKmcB",1009,Calenda,Azione,0,Attacking / Critical
2021-01-25 16:39:35+00:00,1353744334374498305,"Ne ho parlato col bravo governatore del Piemonte @Alberto_Cirio, perché patrimoni italiani come Fiat, Iveco e altri non meritano di essere svenduti senza che il governo apra bocca.",348,Salvini,Lega,3,Supportive / Affirmative
2021-04-29 17:10:37+00:00,1387816602733842441,"Infinita tristezza per questa notizia, lo sport italiano è in lutto. Un pensiero e, per chi crede, una preghiera per Filippo Mondelli, campione mondiale di canottaggio: una terribile malattia lo ha portato via a soli 26 anni. Un abbraccio ai suoi cari e a chi gli ha voluto bene. https://t.co/JXloDsRC5P",911,Salvini,Lega,3,Neutral / Informational
2022-05-22 11:12:18+00:00,1528332921760845824,#IlMostro tra Varese e Verona: bello che tanta gente voglia discutere di contenuti e non di slogan. https://t.co/enngNwGc8v,495,Renzi,IV,0,Neutral / Informational
2021-01-27 13:53:32+00:00,1354427321042800641,...giustizia e riapertura in sicurezza delle scuole. Chi volesse discutere di questi temi concreti si può sedere al tavolo della Lega e del centrodestra unito. Altrimenti la via maestra per noi rimane il voto.,378,Salvini,Lega,3,Neutral / Informational
2021-09-29 08:51:05+00:00,1443136236529590275,@GP_ArieteRosso Ma invece il Parlamentare che abbandona gli elettori le va bene? Perché è de sinistra? Su su. Riprovi Professore,340,Calenda,Azione,0,Attacking / Critical
2022-07-30 07:50:32+00:00,1553286910692532225,L’assassinio di #AlikaOgorchukwu lascia sgomenti. La ferocia inaudita. L’indifferenza diffusa. Non possono esserci giustificazioni. E nemmeno basta il silenzio. L’ultimo oltraggio ad #Alika sarebbe quello di passare oltre e dimenticare.,3499,Letta,PD,0,Attacking / Critical
2021-06-03 17:07:05+00:00,1400499290842226695,"Richiedenti asilo fuori dal territorio nazionale: bene ha fatto la #Danimarca, governata dalla sinistra, con la legge per centri accoglienza in Paesi terzi. Dopo i respingimenti spagnoli e le frontiere chiuse in Francia, un altro governo UE ci dà lezioni. Il Viminale prenda nota. https://t.co/iVNISpvuOc",1163,Salvini,Lega,3,Supportive / Affirmative
2021-06-10 07:09:03+00:00,1402885504274677761,Bene l'annuncio del Gen.Figliuolo sulla possibilità di fare la seconda dose di vaccino anche in vacanza. Una misura per rilanciare ulteriormente il turismo in Italia e garantire continuità alla campagna vaccinale. Capacità logistica e competenze che con Conte e Arcuri non c'erano https://t.co/dAbskMUs1F,35,Tajani,FI,3,Supportive / Affirmative
2021-12-10 15:20:02+00:00,1469326044125663242,"Il Capo dipartimento per le libertà civili e l'immigrazione ha rassegnato le dimissioni a seguito delle indagini che vedono coinvolta la moglie per caporalato. In attesa che la giustizia faccia il suo corso, chiediamo a Luciana Lamorgese di riferire immediatamente in Aula. https://t.co/3emDAkgv0c",563,Meloni,FdI,3,Neutral / Informational
2022-07-30 10:06:25+00:00,1553321103669530626,"Non vediamo l'ora di riportare sicurezza in questo Paese.

P.S. Sarà un caso che oggi il comune ha deciso di ripulire l'area e cacciare qualche ""bella presenza"" proprio in occasione del nostro presidio?🤔",269,Salvini,Lega,3,Call to Action / Propaganda
2022-09-09 11:54:18+00:00,1568206156039966720,"Stamani a #Milano, bello scambio, utile e intenso, con l’Assemblea degli imprenditori di @Assolombarda⁩. Energia, lavoro, Europa, sostenibilità, brevetti, PNRR, ITS, scuola, fisco, credito. Tanti temi, bel dibattito. https://t.co/JfXjooU4ww",98,Letta,PD,0,Supportive / Affirmative
2022-07-18 15:49:29+00:00,1549058788191358977,"Alla @Stampa_Estera per sottolineare l’importanza di andare avanti con Draghi anche per la credibilità italiana nel mondo. Firma e fai firmare la petizione che è quasi a quota 100mila
https://t.co/tGndayvSVN https://t.co/iGAhEwjW0N",575,Renzi,IV,0,Call to Action / Propaganda
2021-06-26 16:57:12+00:00,1408831724667256844,"Oggi delle piazze si riempiono per chiedere di tutelare il lavoro e altre di tutelare l’amore dalle discriminazioni.
Diritti civili&sociali sono inscindibili,chi lo nega di solito non vuole né gli uni né gli altri.
Il Governo ascolti i sindacati. Il Parlamento approvi il #ddlZan!",804,Schlein,PD,0,Call to Action / Propaganda
2022-02-22 10:30:05+00:00,1496069777747546116,"@GiannachiFranco Franco, ho solo rappresentato le mie idee cercando di sostanziarle con qualche numero. Senza pretesa di imporle a nessuno. Davvero non comprendo come ciò possa determinare fastidio, a meno che non sia la democrazia a risultare fastidiosa. Buona giornata",3,Calenda,Azione,0,Neutral / Informational
2022-05-30 07:58:24+00:00,1531183228891156481,Mosca apprezza. Noi no.,435,Calenda,Azione,0,Neutral / Informational
2021-01-17 15:37:10+00:00,1350829525555441665,@lageloni Chiara ma quel politico non è il segretario del PD e non è un membro di Governo. È dunque o un millantatore o un sensale. E entrambe le cose non dovrebbero essere incluse in una politica normale. Come sai per averle criticate quando le faceva su mandato di Berlusconi.,193,Calenda,Azione,0,Attacking / Critical
2022-12-29 13:16:59+00:00,1608452017571364865,Giorgia Meloni: “quello alle società di serie A NON è un regalo”. Ecco i numeri: nel 2023 lo Stato spende 889 milioni per il “non regalo”. Soldi che vanno alla serie A mentre tagliano 230 milioni della #18App. Danno ai Lotito ciò che noi davamo ai diciottenni. Vi sembra giusto?,2313,Renzi,IV,0,Attacking / Critical
2022-03-02 17:58:37+00:00,1499081759962632195,Il messaggio che esce dalla risoluzione @UN contro l’aggressione all’Ucraina è inequivocabile nell'esprimere pieno sostegno al popolo ucraino e condanna senza appello della guerra scatenata dal governo russo. Fiero che l’Italia abbia promosso il voto in Assemblea Generale.,233,Di Maio,M5S,0,Celebratory / Triumphant
2022-02-03 16:17:21+00:00,1489271802417270784,"Lo stop alla vendita di auto #Diesel, prevista entro il 2035 anche se gli ultimi modelli inquinano poco o niente, mette a rischio il lavoro di oltre 70.000 operai in tutta Italia. Stop! Transizione ecologica sì, ma senza ammazzare il lavoro.",1354,Salvini,Lega,3,Attacking / Critical
2022-12-06 12:13:33+00:00,1600101133728370688,Domani Torino e Milano per continuare a raccontare il Paese a cui il Governo Meloni vuole togliere tutto. Non molliamo un centimetro: lo Stato non può tagliare uno strumento di protezione sociale a chi è in difficoltà. https://t.co/f34NaeRwX5,1329,Conte,M5S,0,Call to Action / Propaganda
2021-06-22 19:03:27+00:00,1407413945024094219,"Il 13 ottobre 2020 era stato firmato il decreto che obbligava all'utilizzo delle #mascherine anche all'aperto. Il #28giugno, dopo una straordinaria campagna #vaccini e con le misure efficaci predisposte dal governo Draghi, la #mascherina all'aperto non sarà più obbligatoria. https://t.co/QUzszR67fF",36,Tajani,FI,3,Neutral / Informational
2022-01-29 12:53:24+00:00,1487408536384684043,"Ho telefonato al presidente della Repubblica, Sergio Mattarella. Gli ho assicurato il sostegno di Forza Italia per la sua rielezione. https://t.co/4KDbcuY5Fy",1760,Berlusconi,FI,3,Neutral / Informational
2021-03-02 14:55:16+00:00,1366764045890695171,E lo dice un esponente del PD... non male😉 https://t.co/rspXy07J49,1498,Salvini,Lega,3,Neutral / Informational
2022-09-13 20:31:44+00:00,1569785924128591872,Prima del #25settembre gli elettori italiani hanno diritto di sapere se qualcuno tra i partiti che troveranno sulla scheda elettorale è stato finanziato da #Putin. #CartaBianca,2824,Letta,PD,0,Call to Action / Propaganda
